Sexe;Age;Code région;Nom de la région;Code département;Code arrondissement;Code canton;Code commune;Nom de la commune;Population municipale;Population comptée à part;Population totale
;;76;Occitanie;66;1;17;001;L' Albère;63.0;1.0;64.0
;;76;Occitanie;66;1;12;002;Alénya;3712.0;51.0;3763.0
;;76;Occitanie;66;3;02;013;Baillestavy;117.0;1.0;118.0
;;76;Occitanie;66;1;02;018;La Bastide;62.0;0.0;62.0
;;76;Occitanie;66;3;02;022;Boule-d'Amont;64.0;1.0;65.0
;;76;Occitanie;66;1;17;024;Le Boulou;5396.0;57.0;5453.0
;;76;Occitanie;66;3;13;034;Campôme;120.0;5.0;125.0
;;76;Occitanie;66;3;13;047;Caudiès-de-Conflent;21.0;1.0;22.0
;;76;Occitanie;66;3;16;055;Corbère;780.0;16.0;796.0
;;76;Occitanie;66;3;02;057;Corneilla-de-Conflent;532.0;5.0;537.0
;;76;Occitanie;66;3;13;062;Dorres;178.0;5.0;183.0
;;76;Occitanie;66;3;13;074;Eus;381.0;15.0;396.0
;;76;Occitanie;66;3;13;082;Formiguères;491.0;16.0;507.0
;;76;Occitanie;66;3;02;089;Joch;396.0;7.0;403.0
;;76;Occitanie;66;3;13;098;La Llagonne;216.0;9.0;225.0
;;76;Occitanie;66;3;13;104;Los Masos;972.0;12.0;984.0
;;76;Occitanie;66;1;17;106;Maureillas-las-Illas;2859.0;44.0;2903.0
;;76;Occitanie;66;3;13;109;Molitg-les-Bains;248.0;4.0;252.0
;;76;Occitanie;66;1;01;112;Montauriol;251.0;4.0;255.0
;;76;Occitanie;66;3;13;120;Nahuja;75.0;1.0;76.0
;;76;Occitanie;66;3;13;125;Olette;337.0;6.0;343.0
;;76;Occitanie;66;1;01;134;Passa;1079.0;15.0;1094.0
;;76;Occitanie;66;3;15;139;Pézilla-de-Conflent;37.0;0.0;37.0
;;76;Occitanie;66;2;04;141;Pia;11174.0;100.0;11274.0
;;76;Occitanie;66;3;15;143;Planèzes;96.0;2.0;98.0
;;76;Occitanie;66;2;01;145;Ponteilla;3012.0;43.0;3055.0
;;76;Occitanie;66;3;13;146;Porta;103.0;1.0;104.0
;;76;Occitanie;66;3;13;154;Puyvalador;57.0;1.0;58.0
;;76;Occitanie;66;3;15;156;Rabouillet;87.0;1.0;88.0
;;76;Occitanie;66;3;13;157;Railleu;23.0;0.0;23.0
;;76;Occitanie;66;3;15;158;Rasiguères;166.0;2.0;168.0
;;76;Occitanie;66;2;15;164;Rivesaltes;9151.0;145.0;9296.0
;;76;Occitanie;66;3;02;165;Rodès;717.0;13.0;730.0
;;76;Occitanie;66;3;15;169;Saint-Arnac;101.0;1.0;102.0
;;76;Occitanie;66;1;17;175;Saint-Génis-des-Fontaines;2985.0;30.0;3015.0
;;76;Occitanie;66;1;01;177;Saint-Jean-Lasseille;1578.0;16.0;1594.0
;;76;Occitanie;66;3;02;185;Saint-Michel-de-Llotes;360.0;10.0;370.0
;;76;Occitanie;66;3;15;198;Sournia;480.0;3.0;483.0
;;76;Occitanie;66;1;02;199;Taillet;106.0;4.0;110.0
;;76;Occitanie;66;3;15;201;Tarerach;43.0;0.0;43.0
;;76;Occitanie;66;3;13;202;Targasonne;194.0;5.0;199.0
;;76;Occitanie;66;3;02;204;Taurinya;327.0;7.0;334.0
;;76;Occitanie;66;1;01;210;Thuir;8215.0;154.0;8369.0
;;76;Occitanie;66;1;01;217;Trouillas;2291.0;35.0;2326.0
;;76;Occitanie;66;3;13;219;Urbanya;45.0;0.0;45.0
;;76;Occitanie;66;1;17;225;Villelongue-dels-Monts;1917.0;62.0;1979.0
;;76;Occitanie;66;1;01;226;Villemolaque;1289.0;16.0;1305.0
;;76;Occitanie;12;1;12;002;Aguessac;924.0;29.0;953.0
;;76;Occitanie;12;3;08;003;Les Albres;344.0;5.0;349.0
;;76;Occitanie;12;3;23;007;Ambeyrac;181.0;7.0;188.0
;;76;Occitanie;12;3;06;024;Belcastel;190.0;3.0;193.0
;;76;Occitanie;12;3;06;031;Bournazel;325.0;14.0;339.0
;;76;Occitanie;12;3;23;034;Brandonnet;291.0;11.0;302.0
;;76;Occitanie;12;2;01;036;Brommat;632.0;7.0;639.0
;;76;Occitanie;12;1;19;042;Calmels-et-le-Viala;186.0;6.0;192.0
;;76;Occitanie;12;2;01;048;Campouriez;330.0;6.0;336.0
;;76;Occitanie;12;3;23;053;La Capelle-Balaguier;345.0;9.0;354.0
;;76;Occitanie;12;1;04;063;La Cavalerie;2208.0;26.0;2234.0
;;76;Occitanie;12;3;05;065;Centrès;462.0;18.0;480.0
;;76;Occitanie;12;3;05;068;Colombiès;880.0;25.0;905.0
;;76;Occitanie;12;1;13;075;Connac;101.0;2.0;103.0
;;76;Occitanie;12;1;15;078;Les Costes-Gozon;165.0;3.0;168.0
;;76;Occitanie;12;2;10;079;Coubisou;475.0;16.0;491.0
;;76;Occitanie;12;1;04;082;La Couvertoirade;200.0;7.0;207.0
;;76;Occitanie;12;1;15;307;Curan;302.0;7.0;309.0
;;76;Occitanie;12;2;01;088;Curières;214.0;5.0;219.0
;;76;Occitanie;12;3;23;091;Drulhe;451.0;8.0;459.0
;;76;Occitanie;12;1;13;092;Durenque;524.0;10.0;534.0
;;76;Occitanie;12;3;08;104;Foissac;470.0;29.0;499.0
;;76;Occitanie;12;1;04;109;Gissac;96.0;1.0;97.0
;;76;Occitanie;12;2;01;119;Laguiole;1215.0;21.0;1236.0
;;76;Occitanie;12;1;04;122;Lapanouse-de-Cernon;121.0;3.0;124.0
;;76;Occitanie;12;1;15;129;Lestrade-et-Thouels;442.0;13.0;455.0
;;76;Occitanie;12;3;23;136;Maleville;953.0;35.0;988.0
;;76;Occitanie;12;2;17;146;Le Monastère;2301.0;73.0;2374.0
;;76;Occitanie;12;2;01;151;Montézic;226.0;5.0;231.0
;;76;Occitanie;12;2;01;156;Montpeyroux;519.0;15.0;534.0
;;76;Occitanie;12;2;03;157;Montrozier;1748.0;51.0;1799.0
;;76;Occitanie;12;3;02;167;Najac;736.0;18.0;754.0
;;76;Occitanie;12;2;14;174;Olemps;3531.0;90.0;3621.0
;;76;Occitanie;12;2;18;176;Onet-le-Château;12062.0;604.0;12666.0
;;76;Occitanie;12;2;09;184;Pomayrols;118.0;4.0;122.0
;;76;Occitanie;12;1;13;197;Réquista;1940.0;75.0;2015.0
;;76;Occitanie;12;1;13;207;Rullac-Saint-Cirq;342.0;14.0;356.0
;;76;Occitanie;12;2;21;215;Saint-Christophe-Vallon;1181.0;41.0;1222.0
;;76;Occitanie;12;1;19;222;Saint-Félix-de-Sorgues;193.0;3.0;196.0
;;76;Occitanie;12;1;13;230;Saint-Jean-Delnous;382.0;16.0;398.0
;;76;Occitanie;12;1;04;232;Saint-Jean-et-Saint-Paul;284.0;8.0;292.0
;;76;Occitanie;12;2;20;239;Saint-Martin-de-Lenne;334.0;12.0;346.0
;;76;Occitanie;12;3;07;240;Saint-Parthem;406.0;11.0;417.0
;;76;Occitanie;12;2;20;247;Saint-Saturnin-de-Lenne;325.0;6.0;331.0
;;76;Occitanie;12;1;04;220;Sainte-Eulalie-de-Cernon;321.0;2.0;323.0
;;76;Occitanie;12;2;14;241;Sainte-Radegonde;1774.0;63.0;1837.0
;;76;Occitanie;12;3;05;262;Sauveterre-de-Rouergue;711.0;14.0;725.0
;;76;Occitanie;12;1;15;266;Ségur;540.0;13.0;553.0
;;76;Occitanie;12;2;07;268;Sénergues;424.0;9.0;433.0
;;76;Occitanie;12;1;04;269;La Serre;127.0;4.0;131.0
;;76;Occitanie;12;2;01;273;Soulages-Bonneval;302.0;8.0;310.0
;;76;Occitanie;12;1;19;292;Versols-et-Lapeyre;419.0;11.0;430.0
;;76;Occitanie;12;1;15;299;Villefranche-de-Panat;678.0;21.0;699.0
;;76;Occitanie;30;3;15;002;Aigremont;777.0;16.0;793.0
;;76;Occitanie;30;2;21;004;Aigues-Vives;3340.0;60.0;3400.0
;;76;Occitanie;30;2;06;012;Aramon;4082.0;56.0;4138.0
;;76;Occitanie;30;2;16;013;Argilliers;441.0;22.0;463.0
;;76;Occitanie;30;2;20;014;Arpaillargues-et-Aureillac;1048.0;19.0;1067.0
;;76;Occitanie;30;2;01;019;Aubais;2938.0;48.0;2986.0
;;76;Occitanie;30;2;21;020;Aubord;2296.0;31.0;2327.0
;;76;Occitanie;30;2;20;021;Aubussargues;326.0;5.0;331.0
;;76;Occitanie;30;1;02;042;Boisset-et-Gaujac;2621.0;46.0;2667.0
;;76;Occitanie;30;1;15;046;Boucoiran-et-Nozières;995.0;10.0;1005.0
;;76;Occitanie;30;3;22;052;Bréau-Mars;679.0;21.0;700.0
;;76;Occitanie;30;2;01;059;Le Cailar;2566.0;20.0;2586.0
;;76;Occitanie;30;2;07;062;Calvisson;6295.0;89.0;6384.0
;;76;Occitanie;30;2;20;067;La Capelle-et-Masmolène;421.0;6.0;427.0
;;76;Occitanie;30;3;15;071;Cassagnoles;448.0;8.0;456.0
;;76;Occitanie;30;1;04;072;Castelnau-Valence;482.0;13.0;495.0
;;76;Occitanie;30;2;05;081;Chusclan;975.0;24.0;999.0
;;76;Occitanie;30;2;16;085;Collias;1080.0;22.0;1102.0
;;76;Occitanie;30;2;06;089;Comps;1703.0;28.0;1731.0
;;76;Occitanie;30;2;07;091;Congénies;1628.0;33.0;1661.0
;;76;Occitanie;30;2;14;096;Cornillon;908.0;18.0;926.0
;;76;Occitanie;30;3;15;099;Cros;256.0;5.0;261.0
;;76;Occitanie;30;1;15;100;Cruviers-Lascours;703.0;10.0;713.0
;;76;Occitanie;30;3;22;108;L' Estréchure;152.0;2.0;154.0
;;76;Occitanie;30;2;20;110;Flaux;338.0;9.0;347.0
;;76;Occitanie;30;2;03;113;Fons-sur-Lussan;228.0;4.0;232.0
;;76;Occitanie;30;3;15;119;Fressac;161.0;4.0;165.0
;;76;Occitanie;30;1;18;120;Gagnières;1095.0;10.0;1105.0
;;76;Occitanie;30;2;09;125;Garons;5244.0;63.0;5307.0
;;76;Occitanie;30;1;02;129;Générargues;711.0;10.0;721.0
;;76;Occitanie;30;2;14;131;Goudargues;1118.0;33.0;1151.0
;;76;Occitanie;30;2;14;134;Issirac;320.0;4.0;324.0
;;76;Occitanie;30;2;07;136;Junas;1260.0;22.0;1282.0
;;76;Occitanie;30;3;22;140;Lasalle;1166.0;20.0;1186.0
;;76;Occitanie;30;3;15;146;Lédignan;1520.0;24.0;1544.0
;;76;Occitanie;30;3;15;150;Logrian-Florian;263.0;6.0;269.0
;;76;Occitanie;30;2;09;156;Marguerittes;8370.0;143.0;8513.0
;;76;Occitanie;30;2;15;163;Mauressargues;177.0;6.0;183.0
;;76;Occitanie;30;1;08;168;Mialet;629.0;15.0;644.0
;;76;Occitanie;30;1;03;173;Mons;1789.0;48.0;1837.0
;;76;Occitanie;30;2;20;174;Montaren-et-Saint-Médiers;1390.0;37.0;1427.0
;;76;Occitanie;30;3;22;176;Montdardier;198.0;3.0;201.0
;;76;Occitanie;30;2;07;180;Montignargues;559.0;12.0;571.0
;;76;Occitanie;30;2;15;183;Moulézan;640.0;9.0;649.0
;;76;Occitanie;30;2;15;184;Moussac;1564.0;17.0;1581.0
;;76;Occitanie;30;2;07;193;Parignargues;656.0;12.0;668.0
;;76;Occitanie;30;3;22;198;Les Plantiers;228.0;6.0;234.0
;;76;Occitanie;30;3;22;199;Pommiers;57.0;1.0;58.0
;;76;Occitanie;30;2;14;202;Pont-Saint-Esprit;10759.0;177.0;10936.0
;;76;Occitanie;30;2;09;206;Poulx;4265.0;130.0;4395.0
;;76;Occitanie;30;3;22;213;Revens;31.0;0.0;31.0
;;76;Occitanie;30;2;09;356;Rodilhan;2810.0;166.0;2976.0
;;76;Occitanie;30;2;17;221;Roquemaure;5528.0;56.0;5584.0
;;76;Occitanie;30;1;18;223;Rousson;4437.0;115.0;4552.0
;;76;Occitanie;30;2;07;224;La Rouvière;664.0;11.0;675.0
;;76;Occitanie;30;1;18;227;Saint-Ambroix;3353.0;38.0;3391.0
;;76;Occitanie;30;3;22;229;Saint-André-de-Majencoules;600.0;9.0;609.0
;;76;Occitanie;30;2;07;233;Saint-Bauzély;681.0;10.0;691.0
;;76;Occitanie;30;1;08;236;Saint-Bonnet-de-Salendrinque;124.0;1.0;125.0
;;76;Occitanie;30;1;04;240;Saint-Césaire-de-Gauzignan;390.0;8.0;398.0
;;76;Occitanie;30;2;19;245;Saint-Côme-et-Maruéjols;797.0;13.0;810.0
;;76;Occitanie;30;2;19;258;Saint-Gilles;14427.0;132.0;14559.0
;;76;Occitanie;30;3;22;263;Saint-Hippolyte-du-Fort;3739.0;117.0;3856.0
;;76;Occitanie;30;1;02;270;Saint-Jean-du-Pin;1531.0;33.0;1564.0
;;76;Occitanie;30;1;18;271;Saint-Julien-de-Cassagnas;730.0;8.0;738.0
;;76;Occitanie;30;3;22;272;Saint-Julien-de-la-Nef;145.0;2.0;147.0
;;76;Occitanie;30;2;14;273;Saint-Julien-de-Peyrolas;1501.0;20.0;1521.0
;;76;Occitanie;30;2;01;276;Saint-Laurent-d'Aigouze;3651.0;39.0;3690.0
;;76;Occitanie;30;2;14;277;Saint-Laurent-de-Carnols;535.0;9.0;544.0
;;76;Occitanie;30;2;14;282;Saint-Marcel-de-Careiret;873.0;24.0;897.0
;;76;Occitanie;30;2;14;287;Saint-Michel-d'Euzet;719.0;7.0;726.0
;;76;Occitanie;30;2;20;295;Saint-Quentin-la-Poterie;3110.0;50.0;3160.0
;;76;Occitanie;30;2;20;299;Saint-Siffret;1121.0;50.0;1171.0
;;76;Occitanie;30;1;08;246;Sainte-Croix-de-Caderle;103.0;7.0;110.0
;;76;Occitanie;30;1;08;307;Les Salles-du-Gardon;2403.0;20.0;2423.0
;;76;Occitanie;30;2;20;308;Sanilhac-Sagriès;832.0;46.0;878.0
;;76;Occitanie;30;2;07;313;Sauzet;827.0;9.0;836.0
;;76;Occitanie;30;2;16;317;Sernhac;1816.0;15.0;1831.0
;;76;Occitanie;30;2;20;319;Serviers-et-Labaume;609.0;13.0;622.0
;;76;Occitanie;30;2;17;326;Tavel;2032.0;47.0;2079.0
;;76;Occitanie;30;2;06;336;Vallabrègues;1376.0;15.0;1391.0
;;76;Occitanie;30;2;03;338;Vallérargues;132.0;3.0;135.0
;;76;Occitanie;30;2;16;340;Valliguières;652.0;10.0;662.0
;;76;Occitanie;30;3;15;349;Vic-le-Fesq;582.0;3.0;585.0
;;76;Occitanie;48;2;06;008;Arzenc-de-Randon;189.0;5.0;194.0
;;76;Occitanie;48;2;03;016;Balsièges;587.0;15.0;602.0
;;76;Occitanie;48;2;12;026;Blavignac;257.0;7.0;264.0
;;76;Occitanie;48;2;13;030;Brenoux;388.0;8.0;396.0
;;76;Occitanie;48;2;02;034;La Canourgue;2095.0;94.0;2189.0
;;76;Occitanie;48;2;06;043;Châteauneuf-de-Randon;518.0;7.0;525.0
;;76;Occitanie;48;1;04;051;Le Collet-de-Dèze;678.0;48.0;726.0
;;76;Occitanie;48;2;03;055;Cultures;197.0;4.0;201.0
;;76;Occitanie;48;1;05;061;Florac Trois Rivières;2111.0;52.0;2163.0
;;76;Occitanie;48;2;01;064;Fournels;369.0;7.0;376.0
;;76;Occitanie;48;2;06;070;Grandrieu;742.0;22.0;764.0
;;76;Occitanie;48;2;01;071;Grandvals;59.0;1.0;60.0
;;76;Occitanie;48;2;08;126;Lachamp-Ribennes;375.0;10.0;385.0
;;76;Occitanie;48;2;11;079;Lajo;117.0;2.0;119.0
;;76;Occitanie;48;2;07;086;Luc;207.0;5.0;212.0
;;76;Occitanie;48;2;11;090;Le Malzieu-Ville;743.0;19.0;762.0
;;76;Occitanie;48;2;06;108;La Panouse;86.0;0.0;86.0
;;76;Occitanie;48;2;06;112;Pierrefiche;160.0;3.0;163.0
;;76;Occitanie;48;2;12;121;Prunières;226.0;11.0;237.0
;;76;Occitanie;48;2;08;124;Recoules-de-Fumas;99.0;3.0;102.0
;;76;Occitanie;48;2;07;129;Rocles;242.0;8.0;250.0
;;76;Occitanie;48;1;04;130;Rousses;119.0;3.0;122.0
;;76;Occitanie;48;2;13;135;Saint-André-Capcèze;205.0;2.0;207.0
;;76;Occitanie;48;1;04;136;Saint-André-de-Lancize;163.0;2.0;165.0
;;76;Occitanie;48;2;07;139;Saint Bonnet-Laval;258.0;1.0;259.0
;;76;Occitanie;48;2;03;156;Saint-Germain-du-Teil;860.0;22.0;882.0
;;76;Occitanie;48;1;04;178;Saint-Privat-de-Vallongue;248.0;3.0;251.0
;;76;Occitanie;48;2;11;179;Saint-Privat-du-Fau;113.0;5.0;118.0
;;76;Occitanie;48;2;01;192;Trélans;89.0;1.0;90.0
;;76;Occitanie;48;1;04;193;Vebron;225.0;0.0;225.0
;;76;Occitanie;48;1;04;152;Ventalon en Cévennes;258.0;5.0;263.0
;;76;Occitanie;82;1;04;008;Auvillar;909.0;42.0;951.0
;;76;Occitanie;82;1;04;010;Bardigues;239.0;6.0;245.0
;;76;Occitanie;82;1;03;011;Barry-d'Islemade;931.0;19.0;950.0
;;76;Occitanie;82;1;02;015;Belbèze-en-Lomagne;168.0;4.0;172.0
;;76;Occitanie;82;1;10;021;Bouloc-en-Quercy;189.0;3.0;192.0
;;76;Occitanie;82;1;14;024;Brassac;252.0;2.0;254.0
;;76;Occitanie;82;2;15;027;Campsas;1472.0;24.0;1496.0
;;76;Occitanie;82;1;02;030;Castelferrus;490.0;11.0;501.0
;;76;Occitanie;82;1;14;032;Castelsagrat;540.0;13.0;553.0
;;76;Occitanie;82;1;04;034;Castéra-Bouzet;122.0;1.0;123.0
;;76;Occitanie;82;1;10;051;Durfort-Lacapelette;842.0;63.0;905.0
;;76;Occitanie;82;2;09;062;Finhan;1475.0;19.0;1494.0
;;76;Occitanie;82;1;02;064;Gariès;128.0;0.0;128.0
;;76;Occitanie;82;2;13;066;Génébrières;636.0;14.0;650.0
;;76;Occitanie;82;2;12;069;Ginals;195.0;2.0;197.0
;;76;Occitanie;82;1;02;071;Goas;37.0;2.0;39.0
;;76;Occitanie;82;1;04;074;Gramont;132.0;5.0;137.0
;;76;Occitanie;82;1;03;080;Labastide-du-Temple;1137.0;30.0;1167.0
;;76;Occitanie;82;2;13;079;Labastide-Saint-Pierre;3763.0;76.0;3839.0
;;76;Occitanie;82;2;09;085;Lacourt-Saint-Pierre;1265.0;18.0;1283.0
;;76;Occitanie;82;2;12;088;Laguépie;653.0;6.0;659.0
;;76;Occitanie;82;1;02;093;Larrazet;686.0;9.0;695.0
;;76;Occitanie;82;1;04;097;Lavit;1606.0;20.0;1626.0
;;76;Occitanie;82;1;05;099;Lizac;545.0;7.0;552.0
;;76;Occitanie;82;1;04;102;Mansonville;310.0;4.0;314.0
;;76;Occitanie;82;1;03;108;Meauzac;1464.0;35.0;1499.0
;;76;Occitanie;82;1;10;111;Miramont-de-Quercy;307.0;8.0;315.0
;;76;Occitanie;82;1;14;130;Montjoi;171.0;1.0;172.0
;;76;Occitanie;82;2;01;132;Montricoux;1175.0;28.0;1203.0
;;76;Occitanie;82;2;12;133;Mouillac;91.0;1.0;92.0
;;76;Occitanie;82;2;13;135;Nohic;1384.0;16.0;1400.0
;;76;Occitanie;82;2;12;137;Parisot;559.0;12.0;571.0
;;76;Occitanie;82;2;12;155;Saint-Antonin-Noble-Val;1951.0;33.0;1984.0
;;76;Occitanie;82;1;04;165;Saint-Loup;535.0;7.0;542.0
;;76;Occitanie;82;2;02;171;Saint-Porquier;1340.0;26.0;1366.0
;;76;Occitanie;82;1;10;164;Sainte-Juliette;126.0;3.0;129.0
;;76;Occitanie;82;2;13;188;Varennes;640.0;13.0;653.0
;;76;Occitanie;82;2;10;189;Vazerac;767.0;12.0;779.0
;;76;Occitanie;65;2;15;009;Anères;168.0;8.0;176.0
;;76;Occitanie;65;3;13;013;Ansost;57.0;2.0;59.0
;;76;Occitanie;65;3;03;015;Antin;94.0;5.0;99.0
;;76;Occitanie;65;3;07;019;Arcizac-Adour;600.0;12.0;612.0
;;76;Occitanie;65;2;14;024;Argelès-Bagnères;103.0;1.0;104.0
;;76;Occitanie;65;3;03;026;Aries-Espénan;86.0;2.0;88.0
;;76;Occitanie;65;2;15;028;Arné;182.0;6.0;188.0
;;76;Occitanie;65;1;06;247;Arrayou-Lahitte;99.0;1.0;100.0
;;76;Occitanie;65;1;16;036;Artalens-Souin;135.0;3.0;138.0
;;76;Occitanie;65;2;04;042;Asté;572.0;12.0;584.0
;;76;Occitanie;65;3;03;044;Aubarède;286.0;6.0;292.0
;;76;Occitanie;65;3;01;047;Aureilhan;8033.0;124.0;8157.0
;;76;Occitanie;65;2;15;051;Aventignan;207.0;6.0;213.0
;;76;Occitanie;65;2;08;066;Barrancoueu;38.0;2.0;40.0
;;76;Occitanie;65;3;09;067;Barry;133.0;6.0;139.0
;;76;Occitanie;65;2;08;069;La Barthe-de-Neste;1245.0;29.0;1274.0
;;76;Occitanie;65;2;08;076;Bazus-Neste;46.0;0.0;46.0
;;76;Occitanie;65;1;16;077;Beaucens;417.0;24.0;441.0
;;76;Occitanie;65;3;09;080;Bénac;530.0;14.0;544.0
;;76;Occitanie;65;3;03;088;Betbèze;46.0;0.0;46.0
;;76;Occitanie;65;2;14;096;Bonnemazon;71.0;3.0;74.0
;;76;Occitanie;65;1;16;098;Boô-Silhen;319.0;5.0;324.0
;;76;Occitanie;65;3;02;100;Bordères-sur-l'Échez;5394.0;120.0;5514.0
;;76;Occitanie;65;3;14;113;Burg;278.0;4.0;282.0
;;76;Occitanie;65;3;03;133;Castéra-Lou;225.0;4.0;229.0
;;76;Occitanie;65;2;08;141;Cazaux-Fréchet-Anéran-Camors;65.0;3.0;68.0
;;76;Occitanie;65;3;03;153;Coussan;110.0;4.0;114.0
;;76;Occitanie;65;2;15;154;Créchets;46.0;1.0;47.0
;;76;Occitanie;65;2;14;163;Escots;44.0;0.0;44.0
;;76;Occitanie;65;1;06;164;Escoubès-Pouts;94.0;0.0;94.0
;;76;Occitanie;65;3;13;174;Estirac;103.0;4.0;107.0
;;76;Occitanie;65;3;03;177;Fontrailles;168.0;3.0;171.0
;;76;Occitanie;65;2;08;180;Fréchet-Aure;16.0;0.0;16.0
;;76;Occitanie;65;2;14;184;Galez;176.0;3.0;179.0
;;76;Occitanie;65;3;13;196;Gensac;87.0;2.0;89.0
;;76;Occitanie;65;1;06;197;Ger;158.0;5.0;163.0
;;76;Occitanie;65;2;04;198;Gerde;1194.0;28.0;1222.0
;;76;Occitanie;65;2;08;199;Germ;33.0;0.0;33.0
;;76;Occitanie;65;1;06;200;Germs-sur-l'Oussouet;101.0;1.0;102.0
;;76;Occitanie;65;1;06;201;Geu;184.0;4.0;188.0
;;76;Occitanie;65;1;06;203;Gez-ez-Angles;23.0;0.0;23.0
;;76;Occitanie;65;2;08;205;Gouaux;55.0;0.0;55.0
;;76;Occitanie;65;2;14;207;Gourgue;60.0;0.0;60.0
;;76;Occitanie;65;2;04;221;Hiis;265.0;6.0;271.0
;;76;Occitanie;65;3;02;226;Ibos;2921.0;141.0;3062.0
;;76;Occitanie;65;2;08;228;Ilhet;121.0;0.0;121.0
;;76;Occitanie;65;2;15;230;Izaourt;257.0;6.0;263.0
;;76;Occitanie;65;3;03;232;Jacque;67.0;2.0;69.0
;;76;Occitanie;65;3;09;235;Juillan;4019.0;97.0;4116.0
;;76;Occitanie;65;1;06;237;Juncalas;167.0;4.0;171.0
;;76;Occitanie;65;2;08;239;Labastide;148.0;6.0;154.0
;;76;Occitanie;65;2;08;241;Laborde;84.0;3.0;87.0
;;76;Occitanie;65;3;13;242;Lacassagne;247.0;6.0;253.0
;;76;Occitanie;65;3;13;243;Lafitole;439.0;18.0;457.0
;;76;Occitanie;65;3;17;244;Lagarde;530.0;8.0;538.0
;;76;Occitanie;65;3;03;250;Lalanne-Trie;118.0;2.0;120.0
;;76;Occitanie;65;3;03;260;Lapeyre;91.0;3.0;94.0
;;76;Occitanie;65;3;13;262;Larreule;382.0;8.0;390.0
;;76;Occitanie;65;3;13;264;Lascazères;312.0;32.0;344.0
;;76;Occitanie;65;3;13;273;Liac;199.0;0.0;199.0
;;76;Occitanie;65;3;03;293;Lustar;97.0;2.0;99.0
;;76;Occitanie;65;1;16;295;Luz-Saint-Sauveur;914.0;12.0;926.0
;;76;Occitanie;65;3;17;299;Marsac;230.0;6.0;236.0
;;76;Occitanie;65;2;14;300;Marsas;65.0;2.0;67.0
;;76;Occitanie;65;2;14;306;Mauvezin;240.0;7.0;247.0
;;76;Occitanie;65;2;14;318;Montastruc;238.0;1.0;239.0
;;76;Occitanie;65;2;15;323;Montsérié;73.0;0.0;73.0
;;76;Occitanie;65;3;07;331;Odos;3291.0;85.0;3376.0
;;76;Occitanie;65;2;04;335;Ordizan;515.0;16.0;531.0
;;76;Occitanie;65;3;14;337;Orieux;110.0;3.0;113.0
;;76;Occitanie;65;3;02;340;Orleix;1929.0;42.0;1971.0
;;76;Occitanie;65;1;05;343;Ossen;233.0;5.0;238.0
;;76;Occitanie;65;1;06;355;Paréac;76.0;0.0;76.0
;;76;Occitanie;65;3;03;359;Peyriguère;21.0;0.0;21.0
;;76;Occitanie;65;3;17;364;Pintac;22.0;2.0;24.0
;;76;Occitanie;65;3;17;372;Pujo;670.0;10.0;680.0
;;76;Occitanie;65;3;03;374;Puydarrieux;231.0;0.0;231.0
;;76;Occitanie;65;2;14;381;Sabarros;33.0;0.0;33.0
;;76;Occitanie;65;1;06;386;Saint-Créac;102.0;3.0;105.0
;;76;Occitanie;65;3;13;387;Saint-Lanne;121.0;3.0;124.0
;;76;Occitanie;65;3;17;390;Saint-Lézer;434.0;8.0;442.0
;;76;Occitanie;65;3;07;392;Saint-Martin;437.0;6.0;443.0
;;76;Occitanie;65;2;15;398;Saléchan;243.0;3.0;246.0
;;76;Occitanie;65;1;16;400;Salles;248.0;5.0;253.0
;;76;Occitanie;65;2;15;402;Samuran;26.0;2.0;28.0
;;76;Occitanie;65;2;08;408;Sarrancolin;550.0;15.0;565.0
;;76;Occitanie;65;1;06;421;Sère-Lanso;41.0;4.0;45.0
;;76;Occitanie;65;1;16;424;Sers;109.0;4.0;113.0
;;76;Occitanie;65;3;01;433;Soues;3000.0;40.0;3040.0
;;76;Occitanie;65;3;03;443;Thuy;18.0;1.0;19.0
;;76;Occitanie;65;2;15;444;Tibiran-Jaunac;330.0;1.0;331.0
;;76;Occitanie;65;2;14;445;Tilhouse;225.0;6.0;231.0
;;76;Occitanie;65;3;14;447;Tournay;1296.0;21.0;1317.0
;;76;Occitanie;65;2;08;450;Tramezaïgues;35.0;0.0;35.0
;;76;Occitanie;65;3;13;454;Trouley-Labarthe;107.0;1.0;108.0
;;76;Occitanie;65;2;15;455;Tuzaguet;425.0;8.0;433.0
;;76;Occitanie;65;2;14;459;Uzer;104.0;0.0;104.0
;;76;Occitanie;65;1;16;463;Viella;83.0;1.0;84.0
;;76;Occitanie;65;1;16;467;Vier-Bordes;94.0;6.0;100.0
;;76;Occitanie;65;1;05;470;Viger;143.0;5.0;148.0
;;76;Occitanie;65;3;03;474;Villembits;110.0;3.0;113.0
;;76;Occitanie;65;3;03;475;Villemur;65.0;3.0;68.0
;;76;Occitanie;65;3;09;479;Visker;368.0;10.0;378.0
;;76;Occitanie;31;3;13;006;Albiac;229.0;6.0;235.0
;;76;Occitanie;31;2;02;010;Antignac;86.0;1.0;87.0
;;76;Occitanie;31;2;02;013;Ardiège;372.0;13.0;385.0
;;76;Occitanie;31;2;02;019;Artigue;32.0;0.0;32.0
;;76;Occitanie;31;2;14;021;Aspret-Sarrat;128.0;1.0;129.0
;;76;Occitanie;31;3;04;025;Aureville;1022.0;32.0;1054.0
;;76;Occitanie;31;2;06;028;Aurignac;1240.0;45.0;1285.0
