Geo Point;Geo Shape;Année;Code Officiel Région;Nom Officiel Région;Code Officiel Département;Code Officiel Courant Département;Nom Officiel Département;Nom Officiel Département Majuscule;Nom Officiel Département Minuscule;Code Iso 3166-3 Zone;Type;Statut Département;SIREN;Est une CTU
43.785390358217626, 2.1657991691746052;"{""coordinates"": [[[1.990171387106141, 44.14948497470471], [1.970104380855955, 44.142613911478804], [1.954131883568683, 44.150005916224565], [1.946171806504133, 44.14637143960365], [1.920332897624096, 44.16278277685677], [1.896782749785664, 44.15839780902295], [1.913811946465141, 44.14182948140728], [1.899553287558078, 44.13225647039376], [1.863076247329216, 44.144011102551595], [1.846896758414807, 44.13561652090429], [1.829024802917469, 44.13341704116215], [1.840514693939618, 44.114290362689125], [1.835222118830463, 44.10556495527811], [1.811089501224134, 44.120441786411234], [1.789225330233699, 44.1123026812994], [1.78854340076318, 44.10360868904573], [1.770142430329615, 44.0980685076814], [1.764428238906049, 44.107944602517755], [1.705938614158765, 44.11736127586841], [1.683886025804628, 44.11437564808794], [1.6585735672273, 44.11684219089955], [1.653082045416425, 44.096414675168596], [1.670291992956934, 44.08812374579005], [1.663569613885056, 44.06731217695257], [1.692127656630154, 44.06301582498629], [1.704387712780136, 44.04441347549324], [1.695496106906228, 44.03548385768698], [1.691810737548249, 44.02248070901619], [1.679017945126947, 44.020928217161945], [1.671422277623383, 44.010663024559946], [1.648939366051373, 44.01191068976216], [1.658555699114515, 43.996961865752574], [1.630328755248948, 43.99024905399521], [1.621003164048923, 43.979830881668235], [1.619220935253845, 43.95923001509142], [1.584856778609418, 43.96126761576113], [1.566741996856353, 43.965317959392294], [1.550329357976818, 43.96172786917485], [1.539027061842555, 43.94619522247995], [1.566162070450608, 43.94436916263307], [1.575254432854379, 43.93920356151056], [1.574618156512889, 43.91959917619764], [1.55579567163662, 43.91834921868574], [1.546848423083152, 43.904084634224944], [1.549191025579128, 43.891899777131336], [1.56050051546419, 43.88184886650874], [1.55619448462005, 43.87497211578719], [1.562976042550067, 43.85913489057701], [1.572406933774587, 43.84885039085556], [1.593201770523595, 43.843127976028185], [1.587681324101636, 43.82089934845302], [1.590233647286523, 43.814536719109874], [1.612823353793855, 43.808007839820526], [1.630514747553888, 43.799279003760454], [1.64949403291372, 43.79560073576531], [1.640756310616738, 43.77904356867566], [1.655957458505991, 43.76790204663571], [1.649956802987499, 43.751837714178954], [1.673176304514311, 43.73534926126451], [1.699922341474901, 43.72547797442874], [1.706596975539986, 43.71649399946756], [1.701626840018118, 43.70930539877633], [1.668449002439971, 43.70432649092981], [1.66351395352435, 43.69673338793177], [1.680791435327111, 43.692080898153684], [1.696988432811503, 43.69260543928536], [1.720799006878886, 43.68832887804891], [1.720057137453282, 43.674350515608964], [1.730956226732929, 43.65752281192168], [1.708643297850667, 43.65287484347048], [1.692089973123607, 43.641838411890596], [1.68841682373719, 43.62814343505772], [1.704519460952852, 43.61789771506573], [1.720805902107039, 43.617810769290955], [1.72782353168948, 43.6094008913706], [1.750780350545814, 43.60134604690861], [1.772804106683976, 43.59886862687504], [1.779007050701605, 43.587023376384295], [1.837847793904931, 43.5784957688502], [1.849452447874996, 43.56765924131609], [1.850531822716124, 43.549413056029806], [1.879977475507554, 43.54024665307176], [1.882927616905319, 43.51842878312957], [1.893934751795157, 43.51193342952725], [1.94112279740485, 43.49440319016462], [1.955889130459055, 43.494027180448825], [1.975715063118475, 43.48768569985905], [1.989883167090806, 43.47756489660218], [2.008587472272532, 43.480049912538924], [2.016113642968109, 43.48762786149528], [2.015077081915008, 43.50485261056425], [2.03166630117247, 43.49911837281406], [2.048303627224086, 43.48549838430169], [2.038809874981399, 43.47683278717785], [2.018068342813062, 43.469991458220555], [2.020125936117329, 43.45769974578871], [2.013578025020387, 43.45038214462909], [2.029099619021035, 43.43674471357148], [2.052835217552223, 43.430507389148325], [2.073249154610645, 43.39496293422727], [2.086094088750788, 43.398763551402226], [2.109315946990677, 43.39440551838035], [2.129720712837809, 43.399893094746005], [2.159400062372728, 43.41527924480262], [2.17043043683413, 43.41653658841119], [2.185701596318215, 43.39532449872175], [2.215066345917292, 43.38346594914742], [2.22985639453192, 43.41111124697561], [2.221486427144071, 43.42628407468388], [2.262037018478864, 43.45949610108572], [2.282068735195984, 43.44105440922736], [2.30371689819853, 43.447914625030386], [2.31130370879249, 43.441539253661475], [2.35036086645924, 43.43223292852001], [2.367443216247789, 43.42323192105714], [2.396833617827134, 43.41654582736871], [2.428487610165126, 43.43572761215473], [2.452227354812291, 43.431863748083316], [2.462844104234998, 43.435569595496354], [2.49694787916143, 43.43717187743626], [2.50249534204939, 43.42913820374539], [2.519056618577891, 43.42367732230451], [2.541969623239123, 43.42489130676205], [2.56582987989613, 43.422727801192394], [2.581448109671568, 43.42332276948856], [2.596842868940441, 43.43295629114995], [2.606612491414837, 43.43138359676981], [2.646289694344148, 43.45915207484445], [2.665087060043525, 43.46242095170173], [2.667997673573812, 43.47001876096673], [2.65461518198676, 43.49682125570554], [2.660903135747904, 43.50335588812922], [2.650080493604635, 43.53441769226173], [2.63047721651346, 43.548515479159896], [2.615735613296708, 43.56667339875406], [2.631629390506308, 43.58411360680039], [2.616136715082556, 43.60181152634859], [2.62836173773985, 43.60972258032444], [2.635451775062005, 43.62521118682739], [2.645887490302452, 43.66031445551146], [2.652331488901986, 43.64902558297731], [2.686374817697844, 43.65089090751568], [2.723104776144693, 43.64371936297615], [2.738536424383784, 43.63137193066031], [2.743950327996534, 43.61962103746775], [2.765360938954256, 43.61593708508975], [2.783453944759042, 43.626290621046046], [2.794898290088021, 43.62447906024451], [2.815929992469382, 43.63998673255703], [2.828142912702135, 43.63735324269643], [2.846420138507672, 43.64581253934332], [2.873519561526126, 43.644993534032594], [2.878982668915647, 43.65729996586434], [2.907108276111943, 43.65416213352462], [2.919798027883906, 43.6623820069496], [2.919029966807962, 43.687550023612985], [2.935424649042781, 43.694555284783995], [2.926088282868446, 43.703661865455054], [2.923793245182019, 43.72541645716974], [2.913258964211435, 43.73921668195885], [2.90315251186266, 43.742213659689284], [2.872722164467481, 43.740199080395215], [2.8618796868191, 43.748413215560234], [2.838220761631118, 43.750017482638896], [2.81446814379361, 43.76211332557804], [2.787474037053973, 43.75216463968848], [2.781262013564358, 43.736921412155276], [2.736838003400375, 43.729660325230256], [2.72710544733502, 43.73723559857739], [2.708591543839222, 43.74324905074843], [2.682147018077142, 43.743592620388405], [2.657229136267163, 43.75860505295116], [2.640275936512998, 43.772031376324485], [2.626504954456179, 43.787677172185], [2.610123540891888, 43.79965133529861], [2.607950511265045, 43.80962159211497], [2.588490467228489, 43.81913475101528], [2.574747281986181, 43.837801087655976], [2.563985634874502, 43.8415400631147], [2.565505711036231, 43.867941881946656], [2.578806158386429, 43.87328293645175], [2.576880463751317, 43.88150182756171], [2.557781758106022, 43.887762637481515], [2.550467529525611, 43.898499755327634], [2.556655148793605, 43.918597688514616], [2.533155498925098, 43.936678251263515], [2.498986395643619, 43.94514151501656], [2.504396006607028, 43.95518838690914], [2.520186638628582, 43.96099715181645], [2.52526894750276, 43.9771579806481], [2.521233977709183, 43.98243236995004], [2.501082697843551, 43.98674059325402], [2.491766180174052, 44.00352152425974], [2.496352553265627, 44.00786009384481], [2.48365785807629, 44.02607129665633], [2.462914587449266, 44.03432911103557], [2.460008092421975, 44.05140285042737], [2.443464786762136, 44.05439994278546], [2.41996085834506, 44.05368032004013], [2.411877083592135, 44.06992174836297], [2.400336250415795, 44.08353280821119], [2.384506621732024, 44.09442847748357], [2.359029332086895, 44.10095550627959], [2.340734481470117, 44.11164066611208], [2.332155165478666, 44.123285283709905], [2.288292704072734, 44.12228470043824], [2.297916220695306, 44.13799664901889], [2.27664880874515, 44.14544353787918], [2.256092061580206, 44.142577798807174], [2.237419095028813, 44.13397867040364], [2.224115544407107, 44.13898800805383], [2.208022786328652, 44.137487687547655], [2.199646935015484, 44.14365110543142], [2.237578167208763, 44.1587488774267], [2.221606188529041, 44.16790067547617], [2.206467453969, 44.17137918809034], [2.191965698453901, 44.16203269951496], [2.180759400641069, 44.170718556063285], [2.154231434811213, 44.183085751646836], [2.148468178802161, 44.20089540016703], [2.128760048263548, 44.195796248601994], [2.10645702366994, 44.19451155493771], [2.107238812913279, 44.18106801760395], [2.090976179283906, 44.186491059196776], [2.080328753478814, 44.1798745102414], [2.066504793711637, 44.19014723540518], [2.051634427677175, 44.18852278559121], [2.059873316180316, 44.172512616925644], [2.029914280171814, 44.16888795664189], [2.029886720079586, 44.15702207708399], [1.990171387106141, 44.14948497470471]]], ""type"": ""Polygon""}";2024;76;Occitanie;81;81;Tarn;TARN;tarn;FXX;département;rural;228100012;Non
42.599702919303745, 2.522189022480517;"{""coordinates"": [[[2.166048822322406, 42.66391743278957], [2.143257474614499, 42.66380928063162], [2.127817070408499, 42.672344031401735], [2.096346670353808, 42.66407790514849], [2.070559685750639, 42.66654630082453], [2.028978067340346, 42.65259287359613], [1.99701949092933, 42.660161832487276], [1.976280138773385, 42.621121348896374], [1.954369448521006, 42.61898430358895], [1.933425194000836, 42.604757624230594], [1.913317865381252, 42.60748526791722], [1.900243470878493, 42.61521607861947], [1.89110251174343, 42.59339112527049], [1.873740817338034, 42.590021350541654], [1.874324018114483, 42.58167851073822], [1.837567219693495, 42.58479409958873], [1.796015506203162, 42.571474134594], [1.786138558272724, 42.573673935521576], [1.772960143786287, 42.566166968099964], [1.750703753079801, 42.56418001372052], [1.734463264623288, 42.54900545691713], [1.734890633294759, 42.533717197676836], [1.724954778492968, 42.515802894389445], [1.730408733862621, 42.49238753349366], [1.746792367960976, 42.495575025205376], [1.761906974893862, 42.48758021678237], [1.791946416543684, 42.485513447595615], [1.804304032156712, 42.490387803867975], [1.823420753915975, 42.48662759757557], [1.843882518143915, 42.476512747264394], [1.847477163118521, 42.4683267294345], [1.864952500293122, 42.466222627684544], [1.881137844261087, 42.459827496340495], [1.884131621959767, 42.45048525585988], [1.91629590204479, 42.44623591934361], [1.932722978453249, 42.454639733118945], [1.942896153357292, 42.444493825842294], [1.944604195134495, 42.42806808919988], [1.958571282504795, 42.424144086074286], [1.955724500678994, 42.40988798689843], [1.960964722440202, 42.39090294747502], [1.972476187357409, 42.373227307338006], [1.986414131127087, 42.361927157470014], [2.016062473837968, 42.34709272512952], [2.033244291023795, 42.35805532973261], [2.058848195585452, 42.35773105872737], [2.072773845846015, 42.365505255147276], [2.086897657139856, 42.36384037860323], [2.089481267895368, 42.37377159167201], [2.116198440657338, 42.38315527533229], [2.128924626377747, 42.41271215554134], [2.14871582121703, 42.42087503365778], [2.173829142709714, 42.42228170664313], [2.180264429231709, 42.418198251180485], [2.206495152339287, 42.417417900269776], [2.223652373412294, 42.425668513980796], [2.2464147356884, 42.42891871522229], [2.256773586920226, 42.43873648575666], [2.272684887082672, 42.433755728108046], [2.29077715988603, 42.423099868328], [2.305866695190115, 42.42838942407816], [2.324431112126658, 42.41767081010768], [2.343983512083627, 42.41688509807826], [2.349128076928912, 42.40687620107008], [2.414091897328927, 42.391304799961794], [2.432501044230262, 42.39357608969326], [2.432854028422261, 42.377921901327376], [2.466288565062617, 42.36056849298454], [2.480923769197799, 42.341030664015975], [2.500200065397587, 42.34320094844786], [2.526225893574311, 42.3334575212687], [2.541712413110649, 42.33356308652024], [2.553953041698601, 42.34632581641574], [2.554011296596583, 42.354110585234245], [2.578110955484601, 42.35804582211805], [2.610203403707831, 42.34680911302855], [2.65470227852239, 42.341412730561636], [2.675504680733802, 42.342405732543156], [2.673947361399782, 42.35903588726305], [2.660880337422674, 42.36602104673298], [2.661178604406935, 42.377313823389876], [2.671379183739734, 42.3877937392289], [2.674339011676604, 42.40498233117818], [2.693487808989002, 42.406736161670985], [2.716597437369731, 42.42135436524609], [2.7559283264844, 42.42576802463557], [2.770470192560917, 42.411625383780034], [2.80095840512593, 42.42440098284441], [2.818626513797176, 42.44051593559279], [2.827495220952877, 42.43929740115038], [2.839087460365905, 42.459411826471175], [2.856752745315652, 42.454063466480385], [2.870479674217074, 42.467430460306936], [2.918465447644954, 42.45616628677282], [2.930066713911895, 42.47230697242015], [2.945128286491254, 42.479723654918494], [2.960055716923834, 42.473979094735974], [2.967414000350493, 42.465499590345736], [2.989087439417699, 42.47403365761581], [3.013021245169945, 42.4663999719228], [3.031820184082672, 42.47492028220331], [3.040495194404292, 42.47345572595224], [3.04730955493195, 42.45694742157091], [3.070046316022199, 42.43591735750103], [3.085866895273289, 42.4255607709765], [3.098884439574894, 42.42515488962259], [3.107618746885433, 42.43380516933552], [3.173956629144941, 42.435369672507576], [3.15507326571727, 42.47767172416096], [3.129783518694664, 42.4831681635771], [3.133312660777971, 42.497519538649705], [3.125542205888221, 42.50614159920243], [3.13890919805455, 42.515991772391146], [3.10375546337416, 42.52562617734172], [3.095399188862923, 42.52361673108904], [3.072086252226244, 42.535443663461194], [3.051888523370325, 42.54189015091861], [3.046934238861588, 42.56405303894082], [3.045453617176512, 42.58828696271826], [3.036285674017587, 42.628453391319205], [3.034314004605423, 42.660579031504746], [3.040377182465335, 42.722777160137824], [3.037973616446857, 42.730207500484376], [3.039383676491392, 42.80801757156885], [3.043651244707282, 42.83804934497529], [2.976653073849813, 42.87017886449213], [2.947602591794758, 42.87602539970976], [2.917361827648411, 42.88498630672514], [2.907114125786478, 42.89579062752454], [2.880201329192321, 42.90173870646553], [2.865242848745951, 42.91853204628619], [2.834666300870346, 42.91239941271943], [2.817791137366392, 42.90041536681655], [2.788879856929588, 42.89606662320006], [2.761773860158588, 42.873360296127615], [2.754281437076651, 42.85174094739174], [2.737581974002472, 42.83574014939453], [2.711365658284383, 42.83614581518815], [2.695746164109301, 42.83045556166277], [2.680880379583245, 42.83066325357714], [2.665128470127496, 42.83664002229368], [2.638401352691481, 42.83414515361468], [2.604261837789519, 42.835935512948616], [2.55154143290855, 42.84675360559145], [2.530106291724362, 42.84342912352031], [2.501817746317973, 42.851596124708024], [2.474654974462587, 42.83941494653485], [2.452484264128358, 42.83696158767829], [2.411331353234671, 42.84179563341417], [2.382159613639093, 42.848744692031524], [2.336581207475289, 42.841052854769195], [2.327199483098282, 42.83741272464938], [2.319077631422549, 42.823951062566096], [2.334336890106604, 42.81488005696694], [2.333441225519343, 42.801915773882094], [2.344027912897626, 42.80132822794952], [2.343024519682291, 42.77535659145577], [2.35028461716982, 42.76879897425676], [2.35599699055552, 42.74415548550344], [2.355504244364039, 42.727180848436596], [2.345963825472253, 42.72519342651935], [2.320138847722158, 42.70670346383279], [2.290538411870369, 42.70023630518333], [2.271910714738648, 42.704018003104096], [2.255313944311384, 42.6981879972596], [2.246754541297426, 42.681573263309325], [2.238656078283831, 42.676209320415076], [2.217814347895995, 42.672302470515476], [2.178279175303919, 42.65043995050889], [2.166048822322406, 42.66391743278957]], [[1.960234967038598, 42.47041610193297], [1.963083499923308, 42.47870995867096], [1.989632544338395, 42.493689249324106], [1.992739651458141, 42.48433228317576], [1.986660351130895, 42.47139412534217], [1.991831715854334, 42.46261435731366], [2.012776870314698, 42.44835690511486], [1.983924483765244, 42.44673650781665], [1.959901216920384, 42.45327669679108], [1.960234967038598, 42.47041610193297]]], ""type"": ""Polygon""}";2024;76;Occitanie;66;66;Pyrénées-Orientales;PYRENEES ORIENTALES;pyrénées-orientales;FXX;département;urbain;226600013;Non
44.08573457828419, 1.2823951579105024;"{""coordinates"": [[[1.064227037184898, 44.37862113471925], [1.059075369646045, 44.36669147763072], [1.049668357730434, 44.36268931547795], [1.015741671772274, 44.36382786736927], [0.996663987619197, 44.369149668733726], [0.977527063920967, 44.356835303533245], [0.968500099696827, 44.362066352843236], [0.950820056544372, 44.358344698359765], [0.940292677260882, 44.348290778248504], [0.936669164910139, 44.36984217678885], [0.918738822550331, 44.38452995769419], [0.898002874865006, 44.381301233153536], [0.886953716399276, 44.365916475718365], [0.895622452849848, 44.34626397275123], [0.888206406412386, 44.33245899269996], [0.873823555779373, 44.323081720986906], [0.872454925970994, 44.30868469179445], [0.883026980820744, 44.308265652346634], [0.894251259046919, 44.297068843634776], [0.916349323371973, 44.302341567524046], [0.925811990046302, 44.28651606528426], [0.950896255389612, 44.275096467533544], [0.918798368849352, 44.23819157198261], [0.929242609523384, 44.23036363382762], [0.904744763126279, 44.196390039274746], [0.906238963933086, 44.19035075049688], [0.859620078674433, 44.192940316300565], [0.85291320813457, 44.174968475267725], [0.884739151820704, 44.16059431907741], [0.894212026901233, 44.1438277558829], [0.877643483796912, 44.12891483445684], [0.868844824830726, 44.12643192138261], [0.832542220459352, 44.13724055182846], [0.819500115365051, 44.14380695583297], [0.788284995227545, 44.144373795519634], [0.795785853197512, 44.13235941835009], [0.796620372386085, 44.11430961266166], [0.774441630182788, 44.116260062009424], [0.755991569860608, 44.10691569121162], [0.748671858889931, 44.0870403393736], [0.73830016805943, 44.075621154464564], [0.7418903159119, 44.06521735682931], [0.751277792288003, 44.061814426160744], [0.759428061063599, 44.05006768611616], [0.760974267880379, 44.03116177117984], [0.810309461807331, 44.04873216703612], [0.819542008157591, 44.05646060711931], [0.838841846204956, 44.04578878841556], [0.85593881803798, 44.04152158659668], [0.836469056876559, 44.024792640216376], [0.825355300648282, 44.03007701855998], [0.812577073421326, 44.02460567832966], [0.827487358306215, 43.99656015741765], [0.791638812074971, 43.96921741381358], [0.789849812130011, 43.96076321302348], [0.768343113158913, 43.950978062154874], [0.759497856056802, 43.943038047597426], [0.762883916346997, 43.92996637889968], [0.771757075277115, 43.922033248537815], [0.786637454735257, 43.92413373344436], [0.809440391280598, 43.93271235899332], [0.84278505660849, 43.914595051985835], [0.864773286711963, 43.923454689075974], [0.890585982366438, 43.903047574557455], [0.884112650905494, 43.890854340030316], [0.883577138532936, 43.87484287944346], [0.906016350876892, 43.859748456561356], [0.895286286836387, 43.850338008227666], [0.895151378624342, 43.839751428641556], [0.924608162626364, 43.83183140758833], [0.904803335887647, 43.81063261465745], [0.895944868239333, 43.79145241923527], [0.904037453933069, 43.783070937536934], [0.948386823095303, 43.792041805565134], [0.953697149857997, 43.78741210504823], [0.962687121484086, 43.790935505245656], [0.979299803193552, 43.7863685782684], [0.992051063084787, 43.79736490430689], [1.036199378432163, 43.804228284925294], [1.05899381576102, 43.798526301435665], [1.083797528579989, 43.815122906083694], [1.092855988309963, 43.81233283642685], [1.110168587132592, 43.79618330475098], [1.127158578408821, 43.81060693363159], [1.157412775573279, 43.8188744421976], [1.160849369485519, 43.80819566054414], [1.175553690597333, 43.80456229321327], [1.18033343780428, 43.79496407980502], [1.216723102355777, 43.79193000575683], [1.22141910876904, 43.77214152096957], [1.277743513420051, 43.787196670145214], [1.26911227688794, 43.79224535907049], [1.308653196619608, 43.80176621222696], [1.326969780113376, 43.80912356238074], [1.343370395451613, 43.81052072224404], [1.360031831240759, 43.81732343785903], [1.357078649423612, 43.83405039151021], [1.346996398543401, 43.838193329177685], [1.309052492568068, 43.840543351325024], [1.294713887022412, 43.84866781710077], [1.319448964563374, 43.858090628072475], [1.342198878323087, 43.85268153927923], [1.364621844655561, 43.855542050459746], [1.34834236266044, 43.86898396144649], [1.36519585214486, 43.88977666310024], [1.393158815785378, 43.88054797475846], [1.401784069861644, 43.88561442721168], [1.418139319364431, 43.87107739875056], [1.430513619552316, 43.86924703237841], [1.447304581159173, 43.87411461442014], [1.474663695949935, 43.902115458382596], [1.48635535954004, 43.90343928821142], [1.492117209468597, 43.88725780496159], [1.524289867135115, 43.90402153449618], [1.532176323598478, 43.920145107453045], [1.55579567163662, 43.91834921868574], [1.574618156512889, 43.91959917619764], [1.575254432854379, 43.93920356151056], [1.566162070450608, 43.94436916263307], [1.539027061842555, 43.94619522247995], [1.550329357976818, 43.96172786917485], [1.566741996856353, 43.965317959392294], [1.584856778609418, 43.96126761576113], [1.619220935253845, 43.95923001509142], [1.621003164048923, 43.979830881668235], [1.630328755248948, 43.99024905399521], [1.658555699114515, 43.996961865752574], [1.648939366051373, 44.01191068976216], [1.671422277623383, 44.010663024559946], [1.679017945126947, 44.020928217161945], [1.691810737548249, 44.02248070901619], [1.695496106906228, 44.03548385768698], [1.704387712780136, 44.04441347549324], [1.692127656630154, 44.06301582498629], [1.663569613885056, 44.06731217695257], [1.670291992956934, 44.08812374579005], [1.653082045416425, 44.096414675168596], [1.6585735672273, 44.11684219089955], [1.683886025804628, 44.11437564808794], [1.705938614158765, 44.11736127586841], [1.764428238906049, 44.107944602517755], [1.770142430329615, 44.0980685076814], [1.78854340076318, 44.10360868904573], [1.789225330233699, 44.1123026812994], [1.811089501224134, 44.120441786411234], [1.835222118830463, 44.10556495527811], [1.840514693939618, 44.114290362689125], [1.829024802917469, 44.13341704116215], [1.846896758414807, 44.13561652090429], [1.863076247329216, 44.144011102551595], [1.899553287558078, 44.13225647039376], [1.913811946465141, 44.14182948140728], [1.896782749785664, 44.15839780902295], [1.920332897624096, 44.16278277685677], [1.946171806504133, 44.14637143960365], [1.954131883568683, 44.150005916224565], [1.970104380855955, 44.142613911478804], [1.990171387106141, 44.14948497470471], [1.996175401847551, 44.16013564927349], [1.976739964586803, 44.162035388134136], [1.973968391974188, 44.18153288239574], [1.933414000872726, 44.18797659400313], [1.913979021218797, 44.18511067037199], [1.902887968270209, 44.19294794156611], [1.904398801494718, 44.209583883029616], [1.911200959677005, 44.213946318887636], [1.930930736290717, 44.23823722643295], [1.933398818485372, 44.24589393446341], [1.96203031337586, 44.24232352560475], [1.964063798983713, 44.26593222364303], [1.970966763931554, 44.27399263560696], [1.957858473501238, 44.28048739593601], [1.910095831292815, 44.281441061557786], [1.900682812901153, 44.27910218532046], [1.868706360075947, 44.29210633917979], [1.881811007808057, 44.30438623142642], [1.859339287724909, 44.32044061395414], [1.881974284158598, 44.34016407235368], [1.853790330287776, 44.3321688638618], [1.847495372157312, 44.3381509357175], [1.830425488815689, 44.333375023393046], [1.826531079839637, 44.32368021789536], [1.794809947829691, 44.33476679210096], [1.783385109137955, 44.315810474620804], [1.76646413838482, 44.31603249007668], [1.759046341760174, 44.324327695452865], [1.738277974342542, 44.32729453484591], [1.734285354413392, 44.31783375380374], [1.707379680820589, 44.31232809606636], [1.702414422604626, 44.31468861905376], [1.665207443152421, 44.29383700882696], [1.633845421713604, 44.29903787871701], [1.631957058398705, 44.29396749849465], [1.651759466077534, 44.286875927906145], [1.647903288493247, 44.27667095302629], [1.63525421483383, 44.26915050240898], [1.614195392955345, 44.28070015687729], [1.616769000301854, 44.297210163972], [1.600701511134295, 44.295835566366044], [1.595439707970429, 44.303615268631525], [1.569768819278662, 44.30071671905647], [1.578649383160271, 44.28391209939827], [1.561475665277954, 44.27939255202317], [1.57689625027659, 44.270470892071465], [1.587095300647295, 44.24888193508442], [1.57005586177341, 44.23649537834448], [1.544079694894505, 44.22988468246194], [1.529858023366919, 44.23427031385505], [1.51680829594918, 44.254103282309494], [1.524104352308016, 44.26008572736538], [1.509270814812363, 44.273772261846176], [1.496958496753131, 44.27084247131692], [1.472928504858995, 44.28422169202995], [1.464607987573813, 44.26894662783448], [1.454738846338092, 44.26829421027219], [1.449263138377506, 44.25322993976222], [1.429725267462204, 44.242634177161335], [1.38099091417526, 44.2252333363344], [1.359023671411643, 44.208112289850185], [1.329558631746726, 44.23055071747401], [1.30629643832764, 44.22715311998486], [1.281428770522654, 44.23572664451111], [1.284994285236425, 44.25245993665328], [1.303986202582334, 44.261776947842286], [1.294367887651612, 44.26987325061431], [1.302774833505753, 44.28359303323098], [1.298948321069374, 44.295298589317795], [1.283708452211776, 44.29087330296193], [1.270977579609894, 44.28106531456238], [1.255062940741507, 44.28463034135769], [1.247781416576893, 44.26623929934869], [1.234858813355207, 44.27714271625943], [1.20440576521644, 44.28234048741148], [1.197106593552296, 44.279970085905255], [1.177545747380708, 44.29186001291374], [1.177143363617747, 44.29923008495199], [1.161134327850022, 44.31045590394948], [1.151256720143109, 44.307309089575035], [1.135975853902726, 44.317405557682584], [1.122417119359116, 44.31567752432654], [1.108359152605501, 44.327166108706535], [1.110386955643369, 44.33963197140088], [1.085834099866965, 44.35496569258241], [1.0938567340668, 44.36638815248663], [1.126673466674937, 44.37305196516583], [1.134996179785336, 44.378701152475735], [1.137164171264383, 44.39240714724724], [1.102950054577357, 44.39219034270227], [1.082578748052622, 44.38150946490373], [1.064227037184898, 44.37862113471925]]], ""type"": ""Polygon""}";2024;76;Occitanie;82;82;Tarn-et-Garonne;TARN ET GARONNE;tarn-et-garonne;FXX;département;rural;228200010;Non
